xflr5 v6.61

Plane Name
T1-10.0 m/s-Panel-Inviscid
QInf  =,   10.000000 ,m/s
Alpha = ,   9.000000
Beta  = ,   0.000�
Phi   = ,   0.000�
Ctrl  = ,   0.000
CL    = ,   0.906045
Cy    = ,  -0.000000
Cd=,   0.029622,ICd=,    0.029622,PCd=,    0.000000
Cl   = ,-3.44952e-16
Cm   =,    -1.03924
ICn=,    0.000000,PCn=,    0.000000
XCP=,    2.520593, YCP=,    0.000000, ZCP=,    0.336441 
XNP=,    0.000000
Bending =, 3495.454174

Main Wing
  y-span,Chord,Ai,Cl,PCd,ICd,CmGeom,CmAirf@chord/4,XTrtop,XTrBot,XCP,BM
   -1.9178,   2.6447, -1.973, 0.834848, 0.000000, 0.028451,-0.566369,-0.057562, 0.0000, 0.0000, 0.3146,2122.1061
   -1.3753,   2.7757, -1.990, 0.804446, 0.000000, 0.027529,-0.459537,-0.059587, 0.0000, 0.0000, 0.3196,2534.1442
   -0.8274,   2.9081, -1.955, 0.770097, 0.000000, 0.025578,-0.367726,-0.063803, 0.0000, 0.0000, 0.3282,2992.1544
   -0.2762,   3.0413, -1.783, 0.724160, 0.000000, 0.020379,-0.293472,-0.073821, 0.0000, 0.0000, 0.3460,3495.4542
    0.2762,   3.0413, -1.783, 0.724160, 0.000000, 0.020379,-0.293472,-0.073821, 0.0000, 0.0000, 0.3460,3495.4542
    0.8274,   2.9081, -1.955, 0.770097, 0.000000, 0.025578,-0.367726,-0.063803, 0.0000, 0.0000, 0.3282,2992.1544
    1.3753,   2.7757, -1.990, 0.804446, 0.000000, 0.027529,-0.459537,-0.059587, 0.0000, 0.0000, 0.3196,2534.1442
    1.9178,   2.6447, -1.973, 0.834848, 0.000000, 0.028451,-0.566369,-0.057562, 0.0000, 0.0000, 0.3146,2122.1061
    2.4528,   2.5154, -1.929, 0.862292, 0.000000, 0.028814,-0.687690,-0.056580, 0.0000, 0.0000, 0.3113,1755.7342
    2.9781,   2.3885, -1.875, 0.887194, 0.000000, 0.028845,-0.823682,-0.056109, 0.0000, 0.0000, 0.3090,1433.8811
    3.4916,   2.2645, -1.816, 0.909801, 0.000000, 0.028688,-0.974825,-0.055875, 0.0000, 0.0000, 0.3072,1154.6866
    3.9913,   2.1437, -1.760, 0.930251, 0.000000, 0.028442,-1.141603,-0.055739, 0.0000, 0.0000, 0.3057,915.7065
    4.4753,   2.0268, -1.710, 0.948598, 0.000000, 0.028197,-1.324371,-0.055627, 0.0000, 0.0000, 0.3045,714.0409
    4.9416,   1.9142, -1.670, 0.964782, 0.000000, 0.028019,-1.523147,-0.055480, 0.0000, 0.0000, 0.3034,546.4600
    5.3885,   1.8062, -1.645, 0.978649, 0.000000, 0.027996,-1.737423,-0.055246, 0.0000, 0.0000, 0.3024,409.5226
    5.8140,   1.7034, -1.638, 0.989893, 0.000000, 0.028207,-1.965731,-0.054888, 0.0000, 0.0000, 0.3014,299.6867
    6.2166,   1.6061, -1.655, 0.998027, 0.000000, 0.028749,-2.205341,-0.054332, 0.0000, 0.0000, 0.3004,213.4083
    6.5947,   1.5148, -1.703, 1.002325, 0.000000, 0.029729,-2.451608,-0.053486, 0.0000, 0.0000, 0.2994,147.2286
    6.9468,   1.4297, -1.792, 1.001739, 0.000000, 0.031270,-2.697183,-0.052212, 0.0000, 0.0000, 0.2981,97.8464
    7.2714,   1.3513, -1.930, 0.994763, 0.000000, 0.033449,-2.931019,-0.050304, 0.0000, 0.0000, 0.2966,62.1789
    7.5674,   1.2798, -2.128, 0.979393, 0.000000, 0.036331,-3.137340,-0.047496, 0.0000, 0.0000, 0.2946,37.4081
    7.8334,   1.2155, -2.396, 0.952977, 0.000000, 0.039823,-3.294739,-0.043441, 0.0000, 0.0000, 0.2917,21.0166
    8.0686,   1.1587, -2.741, 0.912284, 0.000000, 0.043622,-3.376162,-0.037803, 0.0000, 0.0000, 0.2876,10.8126
    8.2719,   1.1096, -3.165, 0.853775, 0.000000, 0.047171,-3.351030,-0.030461, 0.0000, 0.0000, 0.2819, 4.9464
    8.4426,   1.0684, -3.679, 0.774159, 0.000000, 0.049745,-3.191504,-0.021824, 0.0000, 0.0000, 0.2744, 1.9189
    8.5799,   1.0352, -4.306, 0.671005, 0.000000, 0.050498,-2.882827,-0.013250, 0.0000, 0.0000, 0.2658, 0.5801
    8.6834,   1.0102, -5.077, 0.543331, 0.000000, 0.048259,-2.442222,-0.007987, 0.0000, 0.0000, 0.2607, 0.1144
    8.7526,   0.9935, -6.020, 0.393103, 0.000000, 0.041444,-1.960836,-0.014717, 0.0000, 0.0000, 0.2813, 0.0088
    8.7873,   0.9851, -8.510, 0.236099, 0.000000, 0.035327,-1.394146,-0.000253, 0.0000, 0.0000, 0.2506, 0.0000
